11.634,11.497,11.387,11.351,11.351,11.387,11.497,11.634,11.793,11.715,11.425,11.238,11.487,11.326,10.625,10.039,10.147,10.186,9.768,9.301,9.151,9.122,8.981,8.83,8.672,8.54,8.319,8.13,7.834,7.649,7.576,7.679,7.722,7.751,7.827,7.931,7.816,7.568,7.285,7.144,7.036,7.03,7.079,7.219,7.187,6.938,6.775,6.927,7.006,6.718,6.751,7.51,8.275,8.194,8.161,9.19,10.469,11.184,11.304,11.561,11.524,10.636,9.516,8.894,8.944,8.851,8.744,8.426,8.085,7.853,7.881,7.828,7.738,7.454,7.113,6.843,6.856,6.865,6.838,6.708,6.487,6.354,6.431,6.624,6.797,6.957,7.099,7.161,7.11,7.023,7.037,7.128,7.256,7.331,7.065,6.666,6.334,6.222,6.134,6.144,5.942,5.658,5.603,5.86,5.86,5.603,5.658,5.942
11.101,11.018,11.019,11.048,11.048,11.019,11.018,11.101,11.303,11.243,10.877,10.831,11.446,11.605,10.984,10.289,10.123,10.038,9.882,9.687,9.475,9.304,9.204,9.167,9.098,9.014,8.813,8.602,8.275,8.074,8.102,8.346,8.442,8.43,8.419,8.431,8.249,7.992,7.722,7.614,7.44,7.292,7.198,7.289,7.213,6.943,6.729,6.793,6.818,6.544,6.63,7.406,8.267,8.495,8.61,9.24,10.003,10.708,11.088,11.317,11.157,10.387,9.487,8.981,9.019,8.91,8.784,8.491,8.205,7.971,7.941,7.892,7.873,7.678,7.413,7.064,6.816,6.691,6.801,6.866,6.764,6.635,6.58,6.625,6.776,6.949,7.043,7.057,6.977,6.924,7.099,7.354,7.447,7.365,7.029,6.64,6.321,6.222,6.074,5.992,5.856,5.764,5.723,5.787,5.787,5.723,5.764,5.856
10.506,10.616,10.849,11.011,11.011,10.849,10.616,10.506,10.631,10.846,11.082,11.217,11.286,10.995,10.415,10.013,10.195,10.429,10.432,10.174,9.67,9.254,9.278,9.486,9.418,9.233,9.055,8.908,8.518,8.223,8.345,8.753,8.826,8.647,8.567,8.626,8.515,8.321,8.112,8.04,7.83,7.601,7.325,7.177,7.043,7.008,6.968,6.931,6.862,6.657,6.811,7.534,8.36,8.718,8.909,9.343,9.83,10.41,10.814,11.105,11.038,10.368,9.528,9.071,9.111,8.9,8.639,8.467,8.481,8.319,8.076,7.859,7.833,7.709,7.57,7.25,6.863,6.647,6.813,6.966,6.914,6.789,6.693,6.654,6.707,6.806,6.873,6.922,6.926,6.976,7.269,7.571,7.513,7.218,6.91,6.7,6.419,6.24,5.97,5.787,5.683,5.741,5.611,5.353,5.353,5.611,5.741,5.683
10.043,10.285,10.549,10.73,10.73,10.549,10.285,10.043,9.956,10.31,11.094,11.443,11.051,10.444,10.042,9.93,10.26,10.606,10.7,10.465,9.901,9.432,9.531,9.823,9.703,9.435,9.321,9.292,8.93,8.593,8.704,9.109,9.102,8.822,8.721,8.841,8.817,8.691,8.517,8.431,8.17,7.886,7.486,7.172,6.984,7.087,7.145,7.039,6.911,6.797,6.945,7.404,8.006,8.453,8.827,9.269,9.661,10.12,10.435,10.702,10.711,10.278,9.685,9.295,9.231,8.964,8.704,8.582,8.672,8.524,8.223,7.927,7.833,7.711,7.656,7.432,7.094,6.877,6.981,7.094,7.084,6.984,6.852,6.736,6.692,6.73,6.808,6.921,6.985,7.092,7.487,7.841,7.64,7.139,6.823,6.744,6.494,6.256,5.913,5.669,5.502,5.528,5.391,5.161,5.161,5.391,5.528,5.502
10.0,10.21,10.189,10.208,10.208,10.189,10.21,10.0,9.626,9.802,10.665,11.167,10.863,10.431,10.298,10.221,10.208,10.223,10.275,10.236,10.026,9.83,9.853,9.92,9.732,9.509,9.472,9.549,9.344,9.103,9.09,9.255,9.149,8.923,8.878,9.039,9.056,8.953,8.745,8.578,8.254,7.961,7.598,7.369,7.178,7.159,7.096,6.968,6.853,6.812,6.858,6.895,7.141,7.623,8.263,8.952,9.497,9.934,10.098,10.216,10.176,10.063,9.903,9.579,9.289,9.094,9.091,8.874,8.587,8.351,8.313,8.15,7.946,7.715,7.611,7.489,7.415,7.315,7.24,7.179,7.202,7.15,6.97,6.795,6.727,6.789,6.955,7.138,7.139,7.159,7.634,8.114,7.871,7.23,6.812,6.697,6.428,6.206,5.91,5.714,5.389,5.125,5.141,5.485,5.485,5.141,5.125,5.389
9.891,9.993,9.713,9.584,9.584,9.713,9.993,9.891,9.4,9.407,10.134,10.689,10.629,10.51,10.618,10.55,10.236,9.973,10.014,10.167,10.259,10.298,10.302,10.21,9.929,9.685,9.723,9.92,9.8,9.566,9.412,9.386,9.22,9.071,9.059,9.205,9.204,9.093,8.856,8.654,8.307,8.016,7.664,7.467,7.225,7.051,6.903,6.858,6.825,6.791,6.724,6.528,6.579,7.038,7.792,8.643,9.318,9.746,9.812,9.843,9.788,9.898,10.029,9.775,9.361,9.168,9.249,8.953,8.472,8.182,8.268,8.174,7.93,7.676,7.579,7.56,7.677,7.661,7.461,7.275,7.303,7.284,7.108,6.918,6.825,6.856,6.985,7.151,7.181,7.227,7.628,8.018,7.81,7.268,6.861,6.698,6.421,6.222,5.955,5.775,5.341,4.895,4.984,5.656,5.656,4.984,4.895,5.341
9.454,9.436,9.152,9.018,9.018,9.152,9.436,9.454,9.158,9.232,9.8,10.32,10.439,10.518,10.702,10.679,10.38,10.157,10.302,10.514,10.521,10.495,10.644,10.701,10.32,9.906,10.008,10.349,10.147,9.726,9.502,9.518,9.396,9.275,9.208,9.251,9.172,9.045,8.845,8.715,8.418,8.135,7.683,7.307,6.92,6.709,6.653,6.813,6.908,6.759,6.617,6.604,6.827,7.236,7.83,8.552,9.154,9.571,9.692,9.8,9.804,9.882,9.935,9.742,9.442,9.096,8.88,8.602,8.428,8.212,8.086,7.875,7.69,7.574,7.62,7.67,7.713,7.645,7.494,7.351,7.356,7.331,7.224,7.067,6.921,6.809,6.697,6.721,6.961,7.268,7.42,7.408,7.3,7.141,6.942,6.799,6.54,6.323,5.994,5.743,5.346,5.027,4.984,5.287,5.287,4.984,5.027,5.346
9.264,9.186,8.996,8.913,8.913,8.996,9.186,9.264,9.193,9.272,9.537,9.881,10.141,10.379,10.558,10.609,10.51,10.483,10.712,10.923,10.88,10.819,11.054,11.204,10.804,10.306,10.356,10.654,10.307,9.75,9.525,9.641,9.554,9.404,9.3,9.31,9.161,8.955,8.745,8.687,8.419,8.103,7.567,7.098,6.647,6.429,6.429,6.68,6.855,6.684,6.6,6.845,7.261,7.586,7.957,8.515,9.026,9.406,9.575,9.81,9.931,9.926,9.803,9.631,9.467,8.992,8.501,8.291,8.474,8.283,7.814,7.455,7.437,7.52,7.665,7.714,7.629,7.498,7.44,7.386,7.372,7.336,7.293,7.184,7.022,6.823,6.545,6.455,6.813,7.267,7.213,6.905,6.865,6.988,6.949,6.834,6.625,6.432,6.051,5.71,5.391,5.285,5.129,5.003,5.003,5.129,5.285,5.391
9.543,9.488,9.32,9.253,9.253,9.32,9.488,9.543,9.485,9.353,9.226,9.321,9.689,10.052,10.169,10.29,10.478,10.686,10.86,11.028,11.216,11.362,11.494,11.471,11.184,10.833,10.688,10.669,10.216,9.739,9.581,9.741,9.598,9.34,9.285,9.453,9.312,8.964,8.634,8.555,8.225,7.808,7.289,6.983,6.653,6.414,6.318,6.429,6.581,6.593,6.702,6.986,7.341,7.571,7.857,8.422,8.97,9.283,9.383,9.7,9.964,9.986,9.804,9.593,9.415,8.95,8.489,8.355,8.614,8.255,7.441,7.011,7.292,7.573,7.643,7.604,7.51,7.394,7.36,7.339,7.35,7.331,7.279,7.183,7.072,6.95,6.782,6.732,6.943,7.214,7.189,7.004,6.907,6.888,6.777,6.672,6.541,6.453,6.094,5.693,5.408,5.408,5.312,5.158,5.158,5.312,5.408,5.408
10.087,10.183,10.173,10.198,10.198,10.173,10.183,10.087,9.984,9.67,9.28,9.12,9.381,9.729,9.896,10.142,10.466,10.783,10.959,11.165,11.557,11.84,11.816,11.589,11.413,11.233,10.894,10.557,10.053,9.713,9.61,9.763,9.578,9.27,9.264,9.545,9.406,8.95,8.531,8.436,8.062,7.567,7.097,6.989,6.808,6.578,6.337,6.171,6.204,6.444,6.809,7.102,7.368,7.557,7.818,8.375,8.911,9.152,9.186,9.522,9.857,9.919,9.742,9.499,9.279,8.908,8.607,8.524,8.706,8.294,7.478,7.068,7.387,7.646,7.639,7.529,7.415,7.312,7.31,7.319,7.335,7.312,7.244,7.166,7.12,7.104,7.096,7.111,7.12,7.144,7.198,7.233,7.098,6.903,6.679,6.548,6.463,6.464,6.148,5.728,5.462,5.507,5.518,5.487,5.487,5.518,5.507,5.462
10.419,10.766,11.144,11.393,11.393,11.144,10.766,10.419,10.36,10.106,9.76,9.44,9.296,9.512,10.071,10.575,10.623,10.722,11.122,11.577,11.917,12.026,11.908,11.642,11.46,11.29,10.905,10.513,10.015,9.714,9.579,9.677,9.543,9.345,9.328,9.5,9.297,8.852,8.477,8.438,8.112,7.622,7.182,7.123,6.981,6.797,6.448,5.99,5.846,6.209,6.792,7.191,7.514,7.771,8.019,8.431,8.799,9.003,9.069,9.321,9.552,9.611,9.504,9.31,9.118,8.849,8.662,8.537,8.557,8.428,8.235,7.96,7.764,7.645,7.726,7.668,7.432,7.266,7.356,7.428,7.376,7.287,7.243,7.216,7.198,7.189,7.173,7.156,7.112,7.084,7.084,7.114,7.109,7.075,6.866,6.638,6.505,6.515,6.2,5.778,5.515,5.57,5.638,5.683,5.683,5.638,5.57,5.515
10.97,11.554,12.255,12.692,12.692,12.255,11.554,10.97,10.896,10.729,10.553,10.172,9.657,9.62,10.322,10.906,10.733,10.69,11.266,11.879,12.077,11.988,11.865,11.656,11.405,11.153,10.797,10.495,10.066,9.786,9.585,9.588,9.516,9.465,9.405,9.386,9.109,8.738,8.466,8.499,8.261,7.841,7.404,7.259,7.066,6.948,6.585,5.963,5.689,6.07,6.741,7.214,7.608,7.946,8.192,8.452,8.641,8.812,8.927,9.125,9.28,9.327,9.259,9.096,8.927,8.741,8.648,8.549,8.523,8.707,9.058,8.854,8.134,7.623,7.765,7.768,7.468,7.271,7.416,7.516,7.405,7.273,7.268,7.289,7.268,7.224,7.162,7.113,7.08,7.078,7.044,7.037,7.111,7.198,7.052,6.813,6.627,6.567,6.268,5.931,5.695,5.707,5.77,5.856,5.856,5.77,5.707,5.695
11.943,12.619,13.283,13.702,13.702,13.283,12.619,11.943,11.679,11.372,11.206,10.832,10.368,10.056,10.105,10.365,10.627,11.015,11.456,11.805,11.956,11.929,11.902,11.761,11.447,11.091,10.731,10.5,10.181,9.985,9.74,9.624,9.536,9.549,9.449,9.321,9.01,8.698,8.485,8.536,8.358,8.039,7.563,7.205,6.882,6.843,6.606,6.067,5.819,6.15,6.75,7.198,7.575,7.88,8.085,8.3,8.442,8.527,8.604,8.948,9.303,9.359,9.166,8.933,8.762,8.59,8.542,8.732,9.082,9.296,9.299,8.847,8.161,7.617,7.606,7.567,7.42,7.327,7.399,7.437,7.363,7.295,7.338,7.373,7.318,7.245,7.223,7.225,7.177,7.154,7.239,7.343,7.226,7.028,6.923,6.929,6.768,6.575,6.337,6.2,6.05,5.992,5.994,6.07,6.07,5.994,5.992,6.05
13.119,13.8,14.314,14.645,14.645,14.314,13.8,13.119,12.675,12.211,12.019,11.668,11.366,10.787,10.035,9.794,10.409,11.166,11.399,11.477,11.674,11.822,11.919,11.837,11.495,11.069,10.71,10.529,10.287,10.151,9.898,9.722,9.585,9.574,9.429,9.264,8.947,8.665,8.493,8.57,8.44,8.182,7.669,7.163,6.749,6.739,6.638,6.297,6.146,6.372,6.786,7.111,7.405,7.66,7.865,8.101,8.271,8.318,8.371,8.853,9.385,9.468,9.179,8.824,8.559,8.372,8.395,8.817,9.437,9.52,9.032,8.408,8.034,7.655,7.463,7.339,7.354,7.369,7.355,7.325,7.305,7.311,7.374,7.402,7.326,7.249,7.284,7.352,7.302,7.267,7.471,7.675,7.339,6.823,6.736,6.983,6.881,6.604,6.47,6.547,6.492,6.362,6.269,6.279,6.279,6.269,6.362,6.492
14.394,15.142,15.771,16.168,16.168,15.771,15.142,14.394,13.979,13.516,13.289,12.833,12.419,11.677,10.872,10.289,10.226,10.491,10.802,11.192,11.552,11.789,11.918,11.829,11.535,11.167,10.873,10.72,10.419,10.189,9.947,9.836,9.662,9.55,9.348,9.188,8.85,8.532,8.432,8.666,8.614,8.28,7.784,7.436,7.119,7.04,6.883,6.595,6.454,6.606,6.87,7.006,7.184,7.489,7.8,8.011,8.143,8.32,8.506,8.852,9.15,9.285,9.181,8.675,8.102,7.936,8.224,8.465,8.579,8.595,8.534,8.318,8.085,7.784,7.595,7.413,7.332,7.311,7.378,7.4,7.325,7.258,7.293,7.336,7.308,7.287,7.337,7.403,7.386,7.37,7.515,7.651,7.37,6.957,6.839,6.985,6.897,6.727,6.775,7.016,7.02,6.817,6.607,6.522,6.522,6.607,6.817,7.02
15.49,16.308,17.164,17.69,17.69,17.164,16.308,15.49,15.221,14.936,14.845,14.289,13.516,12.507,11.89,11.096,10.148,9.717,10.147,10.941,11.457,11.736,11.852,11.732,11.506,11.219,10.916,10.691,10.304,10.022,9.856,9.877,9.705,9.496,9.252,9.112,8.767,8.416,8.357,8.699,8.684,8.249,7.815,7.732,7.579,7.402,7.131,6.857,6.698,6.768,6.888,6.834,6.909,7.301,7.765,8.002,8.127,8.45,8.748,8.891,8.883,9.061,9.188,8.621,7.822,7.708,8.22,8.119,7.53,7.479,8.055,8.361,8.192,7.947,7.856,7.644,7.377,7.235,7.388,7.482,7.362,7.217,7.195,7.232,7.271,7.318,7.354,7.384,7.41,7.432,7.449,7.442,7.316,7.173,7.032,6.985,6.926,6.936,7.094,7.337,7.358,7.179,6.921,6.731,6.731,6.921,7.179,7.358
16.91,17.876,19.002,19.683,19.683,19.002,17.876,16.91,16.674,16.83,17.518,17.078,15.496,13.455,12.249,11.144,10.285,9.928,10.087,10.619,11.127,11.525,11.724,11.638,11.393,10.981,10.326,9.785,9.485,9.553,9.648,9.783,9.722,9.544,9.265,9.043,8.719,8.483,8.39,8.543,8.431,8.072,7.736,7.7,7.58,7.39,7.183,7.103,6.99,6.839,6.659,6.414,6.425,6.838,7.46,7.993,8.351,8.591,8.673,8.912,9.123,9.249,9.206,8.774,8.267,8.279,8.724,8.53,7.86,7.643,8.042,8.306,8.27,8.15,8.092,7.856,7.541,7.278,7.248,7.295,7.363,7.383,7.305,7.238,7.28,7.354,7.363,7.369,7.434,7.505,7.502,7.435,7.237,7.065,7.044,7.186,7.299,7.377,7.38,7.339,7.358,7.458,7.305,6.96,6.96,7.305,7.458,7.358
17.91,18.905,20.119,20.851,20.851,20.119,18.905,17.91,17.687,18.234,19.652,19.36,17.117,14.086,12.058,10.697,10.487,10.66,10.46,10.447,10.819,11.278,11.55,11.513,11.219,10.645,9.617,8.772,8.621,9.113,9.432,9.587,9.642,9.572,9.302,8.994,8.71,8.62,8.453,8.317,8.077,7.875,7.628,7.494,7.32,7.175,7.096,7.204,7.14,6.807,6.407,6.093,6.118,6.537,7.233,7.992,8.51,8.561,8.374,8.788,9.359,9.451,9.19,9.025,8.999,9.111,9.302,9.192,8.868,8.522,8.353,8.259,8.317,8.285,8.196,7.96,7.736,7.418,7.116,7.036,7.322,7.564,7.458,7.287,7.295,7.362,7.355,7.357,7.438,7.532,7.569,7.512,7.168,6.841,6.967,7.405,7.684,7.734,7.495,7.131,7.151,7.574,7.609,7.197,7.197,7.609,7.574,7.151
18.794,19.305,20.032,20.48,20.48,20.032,19.305,18.794,18.816,19.269,20.251,19.677,17.671,14.559,11.866,10.122,10.279,10.916,10.796,10.663,10.867,11.16,11.348,11.323,11.09,10.617,9.687,8.905,8.815,9.304,9.466,9.419,9.389,9.376,9.197,8.981,8.747,8.645,8.449,8.279,8.067,7.955,7.765,7.601,7.401,7.275,7.181,7.207,7.122,6.87,6.609,6.408,6.543,7.161,7.823,8.008,7.894,7.883,7.941,8.115,8.37,8.775,9.13,9.347,9.355,9.333,9.287,9.182,9.089,8.826,8.539,8.353,8.416,8.338,8.128,7.924,7.943,7.76,7.34,7.085,7.28,7.489,7.406,7.283,7.3,7.379,7.435,7.485,7.533,7.562,7.578,7.541,7.239,6.955,7.093,7.508,7.72,7.703,7.506,7.264,7.418,7.919,8.126,7.915,7.915,8.126,7.919,7.418
19.003,18.894,18.934,18.983,18.983,18.934,18.894,19.003,19.291,19.352,19.306,18.356,17.195,14.792,11.96,9.98,10.121,10.889,11.042,11.07,11.133,11.161,11.164,11.098,10.962,10.729,10.202,9.736,9.622,9.805,9.605,9.282,9.086,9.096,9.04,8.985,8.789,8.578,8.394,8.371,8.283,8.196,8.01,7.843,7.627,7.514,7.337,7.143,6.998,6.969,7.036,7.055,7.323,8.115,8.622,7.993,7.062,7.096,7.599,7.4,7.078,7.839,8.998,9.469,9.227,9.019,8.896,8.81,8.825,8.754,8.651,8.545,8.539,8.327,7.97,7.791,8.057,8.082,7.689,7.294,7.225,7.247,7.223,7.232,7.275,7.366,7.504,7.616,7.616,7.557,7.533,7.524,7.373,7.239,7.275,7.441,7.46,7.397,7.411,7.525,7.82,8.181,8.477,8.591,8.591,8.477,8.181,7.82
18.931,18.616,18.363,18.244,18.244,18.363,18.616,18.931,19.221,19.155,18.837,18.089,17.606,16.068,13.911,12.036,11.556,11.56,11.443,11.367,11.296,11.17,10.897,10.636,10.515,10.484,10.267,10.05,9.912,9.865,9.449,9.003,8.828,8.98,9.044,9.036,8.828,8.549,8.379,8.45,8.476,8.459,8.288,8.055,7.818,7.783,7.658,7.419,7.241,7.24,7.383,7.554,7.829,8.308,8.482,7.838,7.068,7.169,7.676,7.442,7.041,7.653,8.67,8.988,8.694,8.766,9.084,9.221,9.144,9.047,9.01,8.95,8.953,8.656,8.144,7.87,8.195,8.258,7.835,7.35,7.156,7.108,7.142,7.227,7.261,7.316,7.441,7.563,7.6,7.583,7.567,7.559,7.544,7.535,7.382,7.231,7.234,7.401,7.584,7.739,7.956,8.155,8.499,8.878,8.878,8.499,8.155,7.956
18.51,18.378,18.238,18.183,18.183,18.238,18.378,18.51,18.606,18.626,18.642,18.438,18.304,17.484,16.4,14.852,13.484,12.321,11.699,11.444,11.314,11.177,10.69,10.22,10.046,10.104,10.026,9.93,9.765,9.602,9.168,8.785,8.742,9.031,9.138,9.066,8.82,8.545,8.404,8.51,8.591,8.626,8.456,8.151,7.903,7.947,7.936,7.801,7.635,7.516,7.534,7.752,7.949,7.906,7.758,7.651,7.646,7.806,8.016,8.013,7.924,8.084,8.333,8.237,8.015,8.535,9.451,9.867,9.63,9.432,9.41,9.371,9.39,9.053,8.464,8.056,8.248,8.207,7.765,7.292,7.104,7.068,7.12,7.212,7.229,7.246,7.303,7.395,7.511,7.607,7.616,7.583,7.646,7.707,7.389,7.002,7.095,7.562,7.813,7.797,7.822,7.902,8.218,8.676,8.676,8.218,7.902,7.822
